"user_id","age","employment_type","monthly_income","credit_score","purchase_amount","product_category","bnpl_installments","repayment_delay_days","missed_payments","default_flag","app_usage_frequency","location","transaction_date","debt_to_income_ratio","risk_score","customer_segment"
"7396","56","Unemployed","1765472","368","436462","Fashion","6","6","1","0","189","UK","12/3/2024","2472211397292055","2248","High Risk"
"6347","55","Student","2384746","398","50000","Sports","9","12","1","0","778","Germany","4/30/2023","2096659350723305","2248","High Risk"
"8127","41","Student","1909541","383","50000","Electronics","6","9","1","0","682","Australia","3/13/2023","261843029293427","2248","High Risk"
"5073","21","Salaried","2227974","393","49000","Fashion","9","11","1","1","592","Germany","5/19/2023","2199307532314111","2248","High Risk"
"8816","59","Student","125656","303","50000","Home","12","3","0","1","588","USA","2/26/2023","3979117590883045","2248","High Risk"
"2221","36","Student","1711164","358","85779","Beauty","6","4","1","1","744","India","10/20/2024","501290349726852","2248","High Risk"
"7127","39","Unemployed","1060737","358","281066","Fashion","9","4","1","0","733","Canada","5/2/2023","2649723729821812","2248","High Risk"
"3218","45","Salaried","5098504","453","50000","Sports","12","13","2","1","135","USA","11/30/2024","980679822944142","2248","High Risk"
"1210","20","Salaried","3534782","413","50000","Electronics","9","15","1","0","744","UK","4/16/2023","1414514388723265","2248","High Risk"
"783","31","Salaried","4946911","513","50000","Sports","6","25","2","1","403","India","1/21/2023","1010731747549127","2248","High Risk"
"2214","26","Student","898071","338","12662","Beauty","9","0","1","0","246","Canada","5/5/2023","140991079769862","2248","High Risk"
"5971","53","Unemployed","914276","333","128213","Home","12","9","0","0","469","Germany","1/21/2023","1402344587411241","2248","High Risk"
"2287","27","Self-Employed","870584","302","135469","Beauty","3","3","0","0","959","USA","7/28/2024","1556070407910092","2252","High Risk"
"4791","29","Student","1343368","382","384788","Sports","12","9","1","1","447","Germany","4/2/2023","2864352880223438","2252","High Risk"
"5500","49","Unemployed","50000","312","37581","Sports","9","5","0","0","844","Canada","4/5/2023","75162","2252","High Risk"
"5404","50","Self-Employed","2179979","412","380011","Fashion","6","15","1","0","144","Germany","2/11/2023","1743186516934337","2252","High Risk"
"4687","37","Student","1627955","372","50000","Sports","12","7","1","0","699","Canada","7/6/2024","3071337966958546","2252","High Risk"
"3821","27","Salaried","4915718","477","50000","Electronics","12","18","2","1","816","USA","6/10/2023","1017145409887223","2252","High Risk"
"945","51","Unemployed","1591356","387","399333","Electronics","6","10","1","0","635","UK","5/10/2023","2509388219857781","2252","High Risk"
"3075","29","Salaried","5130611","467","50000","Home","6","16","2","1","822","Canada","11/22/2024","974542798118976","2252","High Risk"
"933","24","Unemployed","865994","322","141589","Sports","3","7","0","1","367","Germany","3/21/2023","1634988233174825","2252","High Risk"
"7703","45","Student","1707542","347","50000","Electronics","9","2","1","0","271","Australia","7/28/2024","29281856610262","2252","High Risk"
"6436","21","Salaried","2718076","402","50000","Sports","3","13","1","1","942","India","5/14/2023","1839536495668259","2252","High Risk"
"4967","49","Unemployed","1678539","372","323052","Sports","12","7","1","0","65","India","6/22/2023","1924602288061224","2252","High Risk"
"7303","22","Salaried","3981041","452","50000","Electronics","12","13","2","0","462","Germany","8/7/2024","1255952902770908","2252","High Risk"
"6509","44","Student","2191422","382","111193","Sports","12","9","1","1","525","India","8/23/2024","507401130407561","2252","High Risk"
"9625","34","Salaried","4931857","452","50000","Sports","6","13","2","1","744","Germany","12/24/2024","101381690507247","2252","High Risk"
"3032","35","Unemployed","50000","307","276572","Fashion","3","4","0","1","673","UK","6/14/2023","553144","2252","High Risk"
"1140","32","Self-Employed","6462227","512","50000","Fashion","6","15","3","1","728","Germany","11/8/2024","773727075820765","2252","High Risk"
"7546","33","Self-Employed","4657872","442","50000","Electronics","12","11","2","1","427","India","8/10/2024","1073451567582793","2252","High Risk"
"174","38","Self-Employed","4596585","487","50000","Fashion","6","20","2","1","318","Australia","2/6/2023","1087764068324636","2252","High Risk"
"4132","20","Unemployed","50000","312","134097","Electronics","3","5","0","0","249","Australia","9/21/2024","268194","2252","High Risk"
"5645","54","Salaried","448371","447","242199","Beauty","9","2","3","1","869","Canada","12/26/2024","540175435074971","2252","High Risk"
"2865","24","Self-Employed","2621226","416","466777","Electronics","12","16","1","1","213","UK","4/23/2023","1780758316909721","2256","High Risk"
"7774","45","Unemployed","1869406","386","50000","Electronics","9","10","1","0","822","Canada","7/20/2024","2674646385001439","2256","High Risk"
"6567","28","Unemployed","1229229","361","160862","Beauty","12","5","1","0","70","India","8/25/2024","1308641432963263","2256","High Risk"
"10281","29","Salaried","5958157","506","50000","Electronics","6","24","2","0","957","India","12/6/2024","839185674362055","2256","High Risk"
"9680","45","Student","2549553","376","50000","Beauty","9","8","1","0","191","Australia","8/11/2024","1961128087943259","2256","High Risk"
"5318","21","Salaried","4669164","461","50000","Home","6","15","2","0","508","UK","1/17/2023","1070855510750961","2256","High Risk"
"343","23","Salaried","660389","311","137701","Beauty","6","5","0","0","52","India","6/25/2023","2085149813216149","2256","High Risk"
"5933","58","Unemployed","944187","356","441487","Beauty","9","4","1","1","356","Canada","5/18/2023","467584281503558","2256","High Risk"
"9941","45","Student","1964742","371","50000","Home","3","7","1","1","207","Canada","10/14/2024","2544863396822585","2256","High Risk"
"4410","50","Unemployed","509765","311","157363","Home","3","5","0","1","623","India","6/26/2023","3086971447627828","2256","High Risk"
"489","39","Student","834986","346","147079","Fashion","6","2","1","1","968","UK","8/17/2024","176145468307253","2256","High Risk"
"123","32","Unemployed","50000","301","139145","Sports","12","3","0","1","662","India","2/10/2023","27829","2256","High Risk"
"7515","43","Salaried","482531","471","50000","Electronics","12","17","2","1","828","Canada","12/19/2024","1036202855360588","2256","High Risk"
"2303","37","Unemployed","955387","375","261548","Fashion","9","8","1","0","79","Canada","10/3/2024","273761313478203","2260","High Risk"
"10094","23","Unemployed","50000","300","23861","Fashion","12","3","0","0","56","India","8/24/2024","47722","2260","Medium Risk"
"425","41","Student","1749507","390","50000","Sports","3","11","1","1","35","USA","12/8/2024","2857947981917191","2260","High Risk"
"6055","20","Unemployed","92670","300","271331","Home","3","3","0","0","40","Canada","1/8/2023","2927927052983705","2260","Medium Risk"
"7214","34","Student","889408","300","314617","Home","6","3","0","0","208","Germany","3/11/2023","3537375422753112","2260","Medium Risk"
"1004","27","Student","2414204","385","50000","Sports","6","10","1","1","85","Canada","5/26/2023","2071076015117198","2260","High Risk"
"4700","32","Salaried","5524701","500","50000","Sports","9","13","3","1","565","UK","9/17/2024","905026353462386","2260","High Risk"
"9685","37","Unemployed","50000","300","29265","Fashion","3","3","0","0","657","UK","4/18/2023","5853","2260","Medium Risk"
"3898","38","Student","1889434","385","221979","Home","9","10","1","1","316","Canada","10/29/2024","1174843895050052","2260","High Risk"
"3039","25","Student","1824184","395","50000","Beauty","9","12","1","1","397","Germany","11/29/2024","2740951570674888","2260","High Risk"
"5432","48","Unemployed","1157979","300","405653","Fashion","3","3","0","0","632","USA","2/20/2023","3503111887175846","2260","Medium Risk"
"7434","29","Unemployed","50000","300","83446","Beauty","9","3","0","0","191","Australia","11/22/2024","166892","2260","Medium Risk"
"10216","40","Student","608958","300","212603","Home","12","3","0","0","21","USA","6/22/2023","3491258838869019","2260","Medium Risk"
"3964","29","Student","1884502","405","50000","Electronics","6","14","1","0","767","Germany","10/14/2024","2653220850919765","2260","High Risk"
"2538","24","Student","1149707","300","351401","Home","3","3","0","0","15","India","8/4/2024","3056439597219118","2260","Medium Risk"
"6651","34","Student","2804197","400","50000","Home","3","13","1","0","684","Australia","2/9/2023","1783041633665537","2260","High Risk"
"5827","24","Student","741775","300","76527","Beauty","12","3","0","1","563","India","7/12/2024","1031674025142394","2260","Medium Risk"
"571","44","Salaried","3764078","435","50000","Sports","9","10","2","1","926","UK","2/3/2023","1328346543296924","2260","High Risk"
"10125","50","Student","2898368","360","50000","Electronics","6","5","1","0","532","India","1/22/2023","1725108750855654","2260","High Risk"
"7828","48","Salaried","3734516","430","50000","Electronics","12","19","1","0","718","India","6/20/2023","133886158206311","2260","High Risk"
"8217","44","Student","2912845","384","50000","Sports","12","10","1","1","549","India","11/14/2024","1716534865397918","2264","High Risk"
"4552","56","Self-Employed","3929807","444","50000","Electronics","6","22","1","1","78","Canada","6/24/2023","127232711428322","2264","High Risk"
"10247","26","Salaried","6509414","519","50000","Electronics","3","17","3","1","724","India","4/16/2023","768118297591764","2264","High Risk"
"8834","26","Self-Employed","6464272","504","50000","Fashion","12","14","3","1","941","Australia","5/17/2023","773482303962457","2264","High Risk"
"10029","32","Student","2367721","354","50000","Fashion","3","4","1","1","325","Australia","11/20/2024","2111735293136311","2264","High Risk"
"6354","42","Student","1789375","379","50000","Fashion","9","9","1","1","494","Germany","7/23/2024","2794271742927","2264","High Risk"
"7848","52","Self-Employed","10369221","638","50000","Beauty","3","21","5","0","905","India","3/2/2023","482196299992063","2268","Medium Risk"
"974","40","Self-Employed","472203","443","50000","Sports","6","12","2","0","953","Germany","5/31/2023","1058866631512294","2268","High Risk"
"9372","27","Student","1159926","378","189938","Fashion","12","9","1","0","66","USA","8/24/2024","1637501012995656","2268","High Risk"
"1339","26","Unemployed","907314","308","87415","Beauty","12","5","0","0","632","India","1/10/2023","963448155765258","2268","High Risk"
"5040","55","Unemployed","764513","333","120396","Sports","3","0","1","0","662","India","11/3/2024","1574806445410346","2268","High Risk"
"2627","52","Self-Employed","5036181","438","50000","Fashion","12","11","2","1","17","USA","9/10/2024","992815786406406","2268","High Risk"
"7490","24","Salaried","3232612","403","50000","Electronics","6","14","1","0","519","USA","5/24/2023","1546736818399486","2268","High Risk"
"1553","53","Student","1760353","383","309521","Fashion","9","10","1","1","186","Germany","1/13/2023","1758289388548774","2268","High Risk"
"7536","39","Student","2143622","408","50000","Home","12","15","1","1","549","Canada","3/28/2023","2332500786052764","2268","High Risk"
"4082","23","Self-Employed","2733765","408","50000","Electronics","3","15","1","0","532","USA","7/24/2024","1828979447757945","2268","High Risk"
"4244","57","Unemployed","1330506","373","50000","Beauty","3","8","1","1","226","Germany","6/13/2023","3757968772782686","2268","High Risk"
"1482","47","Unemployed","1359398","373","50000","Electronics","12","8","1","0","924","UK","3/9/2023","3678098687801512","2268","High Risk"
"2726","58","Salaried","3758877","418","50000","Fashion","3","17","1","1","97","USA","10/9/2024","133018452053632","2268","High Risk"
"232","19","Salaried","5108986","453","405547","Home","12","14","2","1","545","Germany","7/28/2024","793791566467396","2268","High Risk"
"1643","56","Student","2035277","413","50000","Sports","9","16","1","1","874","Canada","7/8/2024","2456668060416346","2268","High Risk"
"5420","48","Unemployed","1359481","378","50000","Sports","3","9","1","0","608","Australia","5/22/2023","3677874129906928","2268","High Risk"
"4566","32","Unemployed","50000","303","1000","Fashion","12","4","0","1","52","USA","2/25/2023","2","2268","High Risk"
"5008","57","Student","2282124","373","50000","Fashion","6","8","1","1","368","Australia","6/3/2023","2190941421237408","2268","High Risk"
"5434","45","Unemployed","2258131","388","50000","Sports","6","11","1","0","172","India","11/5/2024","2214220521307222","2268","High Risk"
"5979","18","Self-Employed","5185898","513","50000","Fashion","6","16","3","1","263","USA","11/29/2024","964153170771966","2268","High Risk"
"6438","40","Salaried","2751352","398","41259","Fashion","6","13","1","0","68","Canada","2/26/2023","149959001974302","2268","High Risk"
"10000","55","Self-Employed","2499918","373","50000","Home","6","8","1","0","862","UK","9/26/2024","200006560215175","2268","High Risk"
"5485","46","Salaried","3254013","393","50000","Fashion","3","12","1","0","127","India","1/29/2023","1536564236221551","2268","High Risk"
"7523","58","Student","1491691","332","281685","Home","3","0","1","0","492","Germany","4/20/2023","1888360256916479","2272","High Risk"
"3416","24","Student","1393547","387","476148","Home","12","11","1","1","925","Germany","7/31/2024","3416806178765409","2272","High Risk"
"194","24","Student","1641078","397","184032","Beauty","9","13","1","0","13","Germany","5/11/2023","1121409220037073","2272","High Risk"
"3294","26","Self-Employed","2578262","402","50000","Beauty","9","14","1","0","157","Australia","4/21/2023","193929088665155","2272","High Risk"
"6184","49","Self-Employed","4260449","432","50000","Home","3","20","1","0","651","Canada","9/20/2024","1173585225406993","2272","High Risk"
"3201","47","Student","1579217","352","50000","Beauty","3","4","1","1","243","Germany","12/29/2024","3166125997883761","2272","High Risk"
"9648","25","Student","1722285","387","416563","Electronics","3","11","1","1","779","Germany","1/12/2023","2418664738994998","2272","High Risk"
"347","29","Student","1619745","382","407711","Home","3","10","1","1","466","Germany","3/26/2023","2517130782931881","2272","High Risk"
"6868","57","Student","2032238","387","50000","Electronics","12","11","1","0","337","USA","9/17/2024","2460341751310624","2272","High Risk"
"578","57","Student","2541396","432","364117","Fashion","12","20","1","1","607","India","8/9/2024","1432744050907454","2272","High Risk"
"5423","53","Salaried","5119146","457","50000","Beauty","3","15","2","0","499","Canada","9/3/2024","976725414746912","2272","High Risk"
"9772","45","Student","2208612","397","50000","Fashion","12","13","1","0","516","Canada","12/16/2024","2263865269227913","2272","High Risk"
"4981","56","Salaried","6765518","532","50000","Sports","12","20","3","1","882","India","12/1/2024","739041711218564","2272","High Risk"
"1630","44","Self-Employed","5367943","452","50000","Home","12","14","2","0","866","India","10/20/2024","931455494218176","2272","High Risk"
"1077","20","Salaried","3194973","397","186763","Electronics","3","13","1","1","134","India","8/13/2024","584552670711145","2272","High Risk"
"2087","23","Salaried","3971395","412","50000","Home","6","16","1","0","936","Canada","1/8/2023","1259003448410445","2272","High Risk"
"8428","26","Student","1638282","387","50000","Sports","12","11","1","0","18","Germany","8/30/2024","3051977620458505","2272","High Risk"
"4096","31","Self-Employed","5676505","482","50000","Electronics","9","20","2","1","798","UK","7/29/2024","880823675835747","2272","High Risk"
"5101","57","Student","2268158","377","140555","Electronics","6","9","1","0","108","UK","6/3/2023","619687870069016","2272","High Risk"
"4518","51","Student","2037592","411","50000","Fashion","12","16","1","0","886","India","8/13/2024","2453876929238042","2276","High Risk"
"953","21","Salaried","4697831","471","50000","Electronics","3","18","2","1","793","UK","7/8/2024","1064320960034535","2276","High Risk"
"1652","46","Student","1857949","391","50000","Beauty","9","12","1","1","524","Germany","2/15/2023","2691139530740618","2276","High Risk"
"8288","29","Self-Employed","4301994","476","50000","Fashion","3","19","2","1","548","UK","9/25/2024","1162251737217671","2276","High Risk"
"316","52","Student","3176861","441","50000","Sports","6","12","2","0","415","Australia","2/9/2023","1573880632485966","2276","High Risk"
"1966","27","Student","1680051","331","150009","Home","6","0","1","0","527","Australia","4/27/2023","892883608890444","2276","High Risk"
"4802","56","Student","2213209","411","50000","Beauty","9","16","1","1","17","Germany","3/3/2023","225916305238231","2276","High Risk"
"7760","48","Student","1698592","371","50000","Electronics","3","8","1","0","50","India","6/30/2023","2943614475989525","2276","High Risk"
"6948","44","Student","1686042","366","218793","Home","12","7","1","1","33","UK","1/1/2023","1297672299978292","2276","High Risk"
"382","23","Unemployed","998877","381","292493","Home","3","10","1","0","622","Australia","7/15/2024","2928218389251129","2276","High Risk"
"5680","58","Unemployed","1822341","361","35292","Sports","3","6","1","0","89","USA","6/18/2023","1936629862358362","2276","High Risk"
"2992","55","Unemployed","1910295","366","50000","Fashion","9","7","1","0","556","India","10/27/2024","2617396789501098","2276","High Risk"
"10297","29","Student","1944511","371","27640","Fashion","12","8","1","1","163","USA","2/25/2023","1421437060525756","2276","High Risk"
"597","30","Student","1885011","371","50000","Home","3","8","1","0","573","UK","3/18/2023","2652504415093599","2276","High Risk"
"7096","50","Student","2411856","371","1000","Fashion","3","8","1","1","874","USA","5/15/2023","41461845151617","2276","High Risk"
"3414","32","Salaried","6787932","571","50000","Home","9","18","4","1","875","Australia","5/26/2023","736601368428558","2276","Medium Risk"
"10258","53","Student","1893574","406","279738","Electronics","9","15","1","0","998","UK","4/14/2023","1477301652853281","2276","High Risk"
"3772","42","Student","3201926","436","50000","Beauty","9","21","1","0","732","USA","2/6/2023","1561560135993149","2276","High Risk"
"154","44","Student","1670701","351","50000","Sports","6","4","1","0","145","UK","11/15/2024","2992755735466729","2276","High Risk"
"1890","59","Student","2065859","410","308802","Fashion","6","16","1","1","267","Australia","4/22/2023","1494787398365522","2280","High Risk"
"5339","18","Student","725325","300","216547","Beauty","3","4","0","0","252","India","2/21/2023","2985516837279839","2280","Medium Risk"
"17","44","Student","638174","385","188467","Sports","6","11","1","0","433","UK","8/10/2024","2953222788769207","2280","High Risk"
"9369","59","Unemployed","1221283","365","333113","Sports","3","7","1","1","382","Australia","1/13/2023","2727566010498795","2280","High Risk"
"8821","50","Unemployed","1061156","300","271297","Fashion","6","4","0","0","186","UK","4/4/2023","2556617500160202","2280","Medium Risk"
"3095","38","Self-Employed","3041278","400","106984","Sports","3","14","1","0","564","UK","6/18/2023","351773169042751","2280","High Risk"
"8727","37","Salaried","5422365","470","471274","Sports","12","18","2","1","926","USA","2/17/2023","869129982950244","2280","High Risk"
"8747","19","Self-Employed","4795338","450","50000","Fashion","9","14","2","0","228","UK","10/16/2024","1042679369003811","2280","High Risk"
"2210","30","Student","50000","300","307099","Beauty","6","4","0","1","359","India","4/3/2023","6141979999999999","2280","Medium Risk"
"5195","57","Student","213883","385","50000","Sports","3","11","1","1","922","Germany","4/2/2023","2337726701046834","2280","High Risk"
"10242","28","Salaried","330181","430","275632","Beauty","12","20","1","0","587","UK","7/20/2024","834790614844585","2280","High Risk"
"9523","20","Self-Employed","3889706","410","50000","Beauty","9","6","2","0","925","Germany","12/30/2024","1285444195525317","2280","High Risk"
"7248","55","Unemployed","1736909","370","235181","Fashion","6","8","1","1","302","UK","3/9/2023","1354020273946418","2280","High Risk"
"2982","33","Self-Employed","3823845","415","149771","Electronics","9","17","1","1","402","USA","12/9/2024","391676440859919","2280","High Risk"
"871","22","Unemployed","749393","300","293313","Beauty","9","4","0","0","449","Australia","11/4/2024","3914007736928421","2280","Medium Risk"
"3709","50","Student","679157","365","2913","Home","9","7","1","1","121","Canada","11/3/2024","428914080249485","2280","High Risk"
"54","21","Student","1604061","375","50000","Home","9","9","1","0","468","USA","10/9/2024","311708843990347","2280","High Risk"
"10270","24","Student","843515","300","288005","Beauty","9","4","0","0","403","Germany","7/7/2024","3414343550499991","2280","Medium Risk"
"8842","19","Unemployed","771717","300","305437","Fashion","12","4","0","0","997","Canada","5/21/2023","3957888707907173","2280","Medium Risk"
"10002","34","Self-Employed","3777103","430","50000","Beauty","12","20","1","1","487","India","1/25/2023","1323765859707823","2280","High Risk"
"3308","32","Unemployed","50000","300","129124","Home","9","4","0","1","216","Germany","10/10/2024","258248","2280","Medium Risk"
"4186","30","Unemployed","675703","300","260338","Home","6","4","0","0","873","USA","3/11/2023","3852846590883865","2280","Medium Risk"
"315","18","Self-Employed","3649058","425","50000","Beauty","12","9","2","1","939","Australia","10/7/2024","1370216642212867","2280","High Risk"
"1481","55","Self-Employed","4982596","509","50000","Beauty","3","16","3","1","451","Canada","11/26/2024","1003492958289213","2284","High Risk"
"5503","23","Salaried","4107235","459","50000","Sports","12","16","2","1","384","Australia","6/16/2023","1217363993051286","2284","High Risk"
"2792","18","Salaried","2547675","394","231565","Electronics","12","13","1","1","309","UK","8/17/2024","908926766561669","2284","High Risk"
"6185","29","Student","1520907","384","50000","Sports","9","11","1","1","24","Canada","1/26/2023","3287511991199988","2284","High Risk"
"1773","20","Student","1110753","384","482644","Beauty","3","11","1","0","491","India","3/12/2023","4345196456818032","2284","High Risk"
"8550","54","Student","1660387","394","50000","Electronics","12","13","1","0","401","Germany","11/22/2024","301134615002406","2284","High Risk"
"7654","45","Salaried","2665393","384","446909","Home","6","11","1","0","695","Australia","11/5/2024","1676709588417168","2284","High Risk"
"5338","18","Self-Employed","3552914","459","50000","Fashion","9","16","2","1","979","Australia","8/6/2024","1407295532624769","2284","High Risk"
"6731","44","Unemployed","786133","354","138325","Beauty","3","5","1","0","625","UK","2/19/2023","1759562313247249","2284","High Risk"
"727","23","Self-Employed","2345216","399","357188","Fashion","3","14","1","0","267","India","8/30/2024","1523049476039733","2284","High Risk"
"4843","29","Student","2013293","374","50000","Home","9","9","1","0","195","Australia","10/6/2024","2483493460713368","2284","High Risk"
"3307","21","Unemployed","570591","329","156474","Home","6","0","1","0","448","Germany","2/25/2023","2742314547548068","2284","High Risk"
"1399","18","Student","1139802","339","205417","Home","12","2","1","0","354","India","8/23/2024","1802216525326328","2284","High Risk"
"7714","42","Unemployed","2069679","384","50000","Home","12","11","1","1","691","Canada","1/9/2023","2415833566461272","2284","High Risk"
"8403","58","Student","1671745","359","50000","Electronics","6","6","1","0","678","Australia","9/4/2024","2990886768017849","2284","High Risk"
"4037","32","Salaried","4673307","479","50000","Sports","3","20","2","1","387","Australia","1/24/2023","1069906171368583","2284","High Risk"
"515","22","Self-Employed","2639524","374","50000","Home","6","9","1","0","985","UK","11/9/2024","1894280938532856","2284","High Risk"
"6523","51","Self-Employed","2581099","374","50000","Electronics","3","9","1","1","169","UK","3/13/2023","1937159326317975","2284","High Risk"
"6004","44","Unemployed","2147438","393","403673","Electronics","6","13","1","0","329","Canada","5/18/2023","1879788846057488","2288","High Risk"
"6181","39","Student","1016488","338","355208","Electronics","3","2","1","1","15","Canada","7/23/2024","3494463289286248","2288","High Risk"
"1624","49","Self-Employed","5665881","453","1000","Electronics","9","15","2","1","819","USA","8/12/2024","17649505875608","2288","High Risk"
"9304","18","Salaried","4343778","473","50000","Beauty","12","19","2","0","314","USA","5/20/2023","1151071716832674","2288","High Risk"
"9932","47","Salaried","2349152","418","50000","Beauty","6","8","2","0","393","Canada","1/23/2023","2128427619838988","2288","High Risk"
"81","47","Unemployed","152485","368","50000","Fashion","6","8","1","0","884","Germany","9/20/2024","3279011050267239","2288","High Risk"
"1195","29","Salaried","3784014","443","50000","Beauty","6","13","2","1","33","USA","10/12/2024","1321348176830212","2288","High Risk"
"7670","27","Student","1680091","383","50000","Fashion","3","11","1","1","806","Germany","7/14/2024","2976029274604768","2288","High Risk"
"448","35","Salaried","3668911","408","50000","Home","9","16","1","0","47","Canada","12/5/2024","1362802204795919","2288","High Risk"
"6144","52","Student","2186349","378","50000","Electronics","3","10","1","1","49","Germany","9/20/2024","2286917596413015","2288","High Risk"
"3497","33","Salaried","4071313","432","50000","Sports","9","11","2","0","329","India","12/14/2024","1228105036385068","2292","High Risk"
"1102","52","Unemployed","1259476","377","291203","Electronics","3","10","1","0","314","UK","9/2/2024","2312096459162382","2292","High Risk"
"9262","33","Salaried","4125131","457","50000","Fashion","12","16","2","0","646","Germany","2/9/2023","1212082719312429","2292","High Risk"
"2293","29","Self-Employed","6173095","487","50000","Beauty","12","12","3","0","827","Australia","4/24/2023","809966475487579","2292","High Risk"
"5677","43","Salaried","6186088","507","50000","Home","3","16","3","1","705","Australia","6/2/2023","808265255845051","2292","High Risk"
"5011","40","Student","108515","372","193723","Electronics","3","9","1","0","483","India","1/4/2023","1785218633368658","2292","High Risk"
"2741","57","Student","2246321","372","425927","Electronics","3","9","1","0","462","Germany","5/11/2023","1896109238172104","2292","High Risk"
"4622","44","Student","184843","387","50000","Sports","12","12","1","0","66","UK","12/22/2024","2704998295851074","2292","High Risk"
"9413","51","Student","1911447","367","50000","Electronics","3","8","1","0","208","USA","5/14/2023","2615819324312942","2292","High Risk"
"3347","40","Student","1458273","342","50000","Electronics","6","3","1","0","792","India","1/28/2023","3428713279337956","2292","High Risk"
"7768","56","Unemployed","1086941","347","50000","Sports","12","4","1","0","207","India","11/21/2024","4600065688938038","2292","High Risk"
"9550","36","Self-Employed","366022","412","347195","Fashion","12","7","2","0","338","India","5/23/2023","948563201119058","2292","High Risk"
"8814","46","Salaried","488206","447","50000","Fashion","9","14","2","1","88","Australia","10/8/2024","1024157835012269","2292","High Risk"
"7728","59","Student","2882134","357","50000","Home","3","6","1","0","601","India","4/30/2023","1734825653491475","2292","High Risk"
"10160","44","Self-Employed","5839032","487","50000","Fashion","6","22","2","1","453","Australia","4/12/2023","856306319266618","2292","High Risk"
"3385","36","Student","965658","357","145502","Sports","3","6","1","1","953","Canada","10/7/2024","1506765335139355","2292","High Risk"
"7479","51","Student","1440575","377","395099","Beauty","12","10","1","0","686","UK","1/10/2023","2742647901011749","2292","High Risk"
"6706","47","Salaried","5028757","487","50000","Electronics","6","22","2","1","36","India","2/26/2023","994281489441625","2292","High Risk"
"8062","27","Self-Employed","6915639","552","50000","Sports","3","15","4","0","473","Canada","8/28/2024","722998988235215","2292","Medium Risk"
"778","38","Salaried","4478713","472","495213","Sports","6","9","3","0","938","Germany","7/27/2024","1105703803748978","2292","High Risk"
"6730","52","Salaried","3871493","422","50000","Beauty","6","9","2","0","136","Germany","1/8/2023","1291491422043124","2292","High Risk"
"3715","30","Unemployed","729144","307","1000","Home","9","6","0","1","996","Australia","2/21/2023","137147120459058","2292","High Risk"
"8276","53","Student","2311286","387","50000","Home","3","12","1","0","807","India","2/15/2023","2163297835058058","2292","High Risk"
"7149","23","Salaried","3224859","402","50000","Sports","3","15","1","0","624","Australia","2/20/2023","1550455384250908","2292","High Risk"
"8960","21","Salaried","2532576","397","50000","Fashion","3","14","1","0","214","Germany","7/7/2024","1974274414667121","2292","High Risk"
"3225","22","Student","922415","302","35699","Electronics","3","5","0","1","959","USA","3/21/2023","3870166898847048","2292","High Risk"
"563","44","Salaried","4323253","447","482605","Fashion","12","14","2","0","947","Germany","3/14/2023","1116300619001478","2292","High Risk"
"7850","44","Student","1128451","397","420507","Electronics","9","14","1","0","759","Australia","4/14/2023","3726409033267727","2292","High Risk"
"8417","18","Self-Employed","3652005","452","50000","Home","6","15","2","0","349","Canada","1/20/2023","1369110940428613","2292","High Risk"
"4182","37","Student","1608356","367","50000","Electronics","9","8","1","0","32","USA","10/7/2024","3108764477516172","2292","High Risk"
"9215","32","Self-Employed","4346629","457","50000","Home","3","16","2","0","855","Germany","7/1/2024","1150316716701609","2292","High Risk"
"619","19","Student","1759381","407","50000","Beauty","9","16","1","1","40","USA","7/1/2024","2841908603082561","2292","High Risk"
"40","34","Student","543723","461","50000","Fashion","3","17","2","0","514","Australia","4/29/2023","919585892081078","2296","High Risk"
"4112","58","Unemployed","1101556","356","292313","Electronics","3","6","1","1","55","Germany","3/26/2023","265363721862529","2296","High Risk"
"4927","21","Salaried","3692866","406","50000","Electronics","9","16","1","1","757","Canada","12/3/2024","1353961936338876","2296","High Risk"
"662","26","Self-Employed","5971042","491","50000","Home","12","13","3","1","218","Canada","8/26/2024","837374783161799","2296","High Risk"
"7552","42","Student","3231736","416","50000","Fashion","3","18","1","1","759","USA","9/25/2024","1547156079580758","2296","High Risk"
"5942","49","Unemployed","146964","366","227534","Sports","9","8","1","1","748","Canada","3/12/2023","1548229498380555","2296","High Risk"
"9863","47","Unemployed","1647474","411","50000","Beauty","6","17","1","1","758","Australia","3/14/2023","3034949261718242","2296","High Risk"
"3","20","Self-Employed","4158226","471","50000","Electronics","3","19","2","0","333","Australia","4/5/2023","1202435846440284","2296","High Risk"
"1574","44","Unemployed","1576363","366","441565","Fashion","9","8","1","1","857","USA","3/22/2023","280116318386057","2296","High Risk"
"1093","50","Self-Employed","4499954","436","165304","Electronics","6","12","2","0","113","Canada","4/8/2023","367345977314434","2296","High Risk"
"6968","28","Student","1971295","376","50000","Fashion","6","10","1","0","312","India","1/25/2023","2536403734600859","2296","High Risk"
"3678","59","Unemployed","1567346","370","1000","Fashion","6","9","1","1","497","India","5/14/2023","63802121548145","2300","High Risk"
"7750","40","Unemployed","68307","300","144025","Fashion","12","5","0","0","75","India","5/30/2023","2108495468985609","2300","Medium Risk"
"1310","24","Unemployed","50000","300","251509","Home","12","5","0","0","699","UK","4/10/2023","5030180000000001","2300","Medium Risk"
"2228","37","Student","1904773","420","50000","Beauty","9","19","1","1","647","India","12/11/2024","2624984709464067","2300","High Risk"
